PCA_Enhanced_1,PCA_Enhanced_2,PCA_Enhanced_3,PCA_Enhanced_4,PCA_Enhanced_5,PCA_Enhanced_6,PCA_Enhanced_7,PCA_Enhanced_8,PCA_Enhanced_9,PCA_Enhanced_10,PCA_Enhanced_11,PCA_Enhanced_12,PCA_Enhanced_13,PCA_Enhanced_14,PCA_Enhanced_15,PCA_Enhanced_16,PCA_Enhanced_17
-3.112627008100525,-2.249910531427926,0.24333006046637295,1.042269081943526,-0.6189724633964729,-0.5217396832494223,-1.097885217773715,-0.6108214519060532,-0.2875882141943619,2.096460778849133,0.28672577288405743,1.9359519958872522,-0.37975703613964684,-0.27245883895429623,-1.316255128271311,1.1718925024830271,0.3996125042999832
-3.0310663948781635,-2.271594835814918,0.27402192166922124,1.0495622442575976,-0.6630360379793865,-0.5504043140653517,-1.132379913125262,-0.6133466228910084,-0.2672794992457265,2.101349217376275,0.2830208957679118,1.936100841846964,-0.31895930229200026,-0.3449534875563716,-1.3708869768710863,1.1190569385131859,0.356863089964953
-2.8246468709515864,-1.9354005818343616,0.16059996851086714,0.6185045859742822,-0.8620685959106337,-0.9043752722617475,-1.451886401690408,-0.6862013231725566,-0.2926430231793425,2.110969179706838,0.8877175430672668,2.061219834269872,0.812123647320423,0.40374039082690466,-1.3018062548326899,1.2032705138947843,0.7991433348883948
-2.944210481427159,-2.258440974464449,0.35922599350801004,1.213587903057764,-0.5953103071407226,-0.47315895769394345,-1.0722153993589658,-0.5970513346458306,-0.23968134433553617,2.075296095496434,0.12686257591129677,1.9264026996092884,-0.5176729760708934,-0.6648459557329479,-1.3548916356430871,1.0862584843771936,0.2118320529385183
-2.9190073247571853,-2.1032806831158872,0.11967852406595773,1.1867517152718916,-0.6150833652959563,-0.46853856067208277,-1.065533814153463,-0.5919305697827871,-0.24411859962013338,2.0863955694227276,0.11879331153440473,1.922699949670101,-0.5436934078700743,-0.5994523831729215,-1.450011735388236,1.0713982577344896,0.126160267931907
-2.9274057734378425,-2.1281077455845714,0.012270862805167333,1.1039071565615648,-0.6111502209694514,-0.4978325323524293,-1.1025130173642483,-0.5940956292992458,-0.26021241444505294,2.0970902207919115,0.23226960827848842,1.9492349682619374,-0.36557633035752657,-0.4052789000820247,-1.4483784874287544,1.0693926765036408,0.26723482008002375
-2.8699063975534727,-1.9856734918984957,-0.086453994347568,0.9960328521000754,-0.7020173057331766,-0.5926591354392753,-1.2088595445341883,-0.6024503831241743,-0.2500873197516723,2.113464360019868,0.37203369183609647,1.9810462021856363,-0.022558341685230514,-0.3092069157025046,-1.5741289218316667,1.0300630946133056,0.3622325321852411
-2.995881467146647,-2.26485076744296,0.19262053763105424,1.2515972862900788,-0.5801317458944822,-0.4200551576814493,-1.0696960842274654,-0.5667585031903449,-0.22473958529883303,2.0950175930139445,0.08244745101748648,1.9333396655242592,-0.5033517953444476,-0.809245673331142,-1.5492476563181903,0.9779969059058122,0.2500426511824208
-2.888724009356879,-1.922917934198969,0.07110251221666024,0.9788697166561928,-0.7099537099496297,-0.6073654794663916,-1.2241501132549677,-0.5996443623043589,-0.25097781690839466,2.110522048083177,0.40477867947555374,1.9849418956237166,0.07149865628133802,-0.3508312726262264,-1.5776133499157052,1.1029866754961042,0.446309563275279
-2.815003455715673,-1.7967422764075995,0.10293593277699924,1.002987993509434,-0.7213876012110577,-0.6608011013972919,-1.2609906796851194,-0.626333430099061,-0.2369974032834084,2.0773237117747327,0.43174756874911197,2.007621362811247,0.1530588249905565,-0.3821289497884867,-1.459278536093473,1.0855901316406664,0.3841018820692841
-2.768161154426631,-1.6407464066232746,0.07379669412616445,1.027741621610063,-0.7218401242734211,-0.6374877504798947,-1.2353970664785576,-0.6153182664953738,-0.23339552523034096,2.076253367739962,0.38025798367236363,1.9956004387144928,0.08682608933755195,-0.4635537653481111,-1.5217709341547885,1.1285476457189936,0.2981380088578736
-1.0576326687843027,-0.7768814290475453,0.4828471427247441,-0.39075472455505084,-1.8502811630812976,-0.386835092737158,-0.44764965165614096,0.8180009351437451,1.6713728225304063,0.4950350782936244,-1.0727688418182157,2.5024688155980503,1.1214040508235226,-0.8785197713380217,-0.20712817241119694,0.3866627317013453,-0.6470940899118952
-0.8921513779556878,-0.08968586680198938,0.25528562542934635,-0.43089589349683227,-1.9083003490517474,-0.4158198040895995,-0.40381404185186515,0.803703208664533,1.6553072069903791,0.4742476319281102,-1.1170487871030221,2.4742411789661074,0.9795740922671669,-0.7868996532143011,-0.22683522512816465,0.5935076543889133,-0.9948505680638922
-0.868838884931654,-0.24458359315846917,0.4478529097117698,-0.4716329983201573,-1.9187449788093052,-0.5030126995238535,-0.5054243903218367,0.7797278455871136,1.6670279867306619,0.4591022296352611,-0.9642238517129613,2.52586432679272,1.3183498821627337,-0.7394483542934892,-0.10304421135441102,0.540078418675666,-0.7746627412669171
-1.0456504720508217,-0.7730523507958755,0.6251481207566949,0.1847231393810371,-1.5820646649680594,0.0507523284393732,0.005544369820084804,0.8970034856221951,1.6975991543321707,0.44270005403247376,-1.8830211296162878,2.3330700406288907,-0.42377700900649695,-1.8113330286788485,-0.1670509505457439,0.4744635456272224,-1.4736266302550982
-1.1313418917890872,-0.8936525517675041,0.6048102194645681,-0.3884660084779869,-1.700764025213714,-0.2916622029235157,-0.3442680034541192,0.8379216569948228,1.6215394971372765,0.4864221979711762,-1.0685061319895925,2.4980336775201946,0.9731386524337048,-0.728968932261696,-0.03172475139759193,0.5758735912969917,-0.4863598294379261
-1.1488937794334304,-0.6834964708638886,0.711844593200887,-0.0709982419589726,-1.622239612663667,-0.15570235888208173,-0.17598453918641893,0.836169169022191,1.657336251459303,0.4187057873097019,-1.457192988398558,2.4334488462287527,0.28065115737555285,-1.2854919752977774,0.10196946500149293,0.5658192829356278,-1.001846971228782
-0.9512911306551008,0.05372671830252774,0.39890991603175013,-0.33264268282851644,-1.821018863429534,-0.4257571508823348,-0.3656013037572196,0.7585136087904683,1.6467358306027802,0.39415726597205397,-1.1417287926722326,2.494979430973904,0.8435299790046656,-0.8147956851358831,0.1647897345768411,0.6602861367224715,-1.0813148505966816
