PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
-3.1766778994849476,-1.1736083549161462,0.3482413506362972,0.25414036892508235,0.3043521395070664,-1.3072635226808325,-0.04272689659996736
-3.0913915288542126,-1.2150107645699897,0.40684259490367436,0.31254332859449624,0.22318226033486385,-1.3859940206344183,-0.14937216709862214
-2.762524464834328,-0.870690307244289,0.24738722252857093,1.8561363947881415,0.8107087426370588,-1.2070294128901582,0.07819451122997277
-3.0068103726143667,-1.217609893687305,0.531816289774976,-0.062079387145038696,-0.07715522310739667,-1.4236623735262628,-0.05963061913032378
-2.928728703327293,-1.0837614038942156,0.22802330220988098,-0.08904423652139873,-0.05596124949076833,-1.480134964502998,-0.16073478470302538
-2.934037552326043,-1.1144798752426746,0.09502640430672958,0.1756624233854422,0.09045434715716014,-1.4361149987068476,0.03622759332653683
-2.8257464195362214,-0.9731939634429981,-0.02988771186456711,0.6081633155410534,0.13779561550952685,-1.5563577745761699,0.0440286488780753
-3.0550252899471317,-1.2302791625350176,0.3311187923679635,-0.0978891461122394,-0.24973925088684515,-1.638361319223896,0.12262034157329342
-2.8435333464109718,-0.8744098590779474,0.14690172470675383,0.6932422131400023,0.1628084439310255,-1.5905456357831815,0.14502185964305853
-2.7359004439465533,-0.7475888687948261,0.18663155355266856,0.7664191625828441,0.07414205010855865,-1.4765941744832953,0.08763567800818023
-2.6512668387491543,-0.5923662400764831,0.14053429429288888,0.6302247955495239,0.025166462309427293,-1.5472567673072513,0.049842682698848624
-0.6472283679312093,-0.05643069371378714,0.6794181282705524,0.9131455714200536,-1.0237255963081628,-0.894364013449231,-0.5710373324076329
-0.3030443388648422,0.6271997885949187,0.3403594597409098,0.6854557069395785,-0.909431232569711,-0.8517919621406462,-1.0266146314999918
-0.319460949530297,0.4864484045447053,0.5976915748451433,1.1192369973779395,-0.9072942288788257,-0.7530239184262286,-0.7679327552943079
-0.6767480863100945,-0.09004238638773136,0.8655858211444554,-1.2770263383256968,-1.7226363634845512,-0.9592037127986739,-0.9990336745582398
-0.7724999526990121,-0.14887566201009308,0.8108378067216336,0.7358800135475365,-0.7838545801954685,-0.6794261806982285,-0.09959042021231104
-0.7648357112257902,0.07508511071619893,0.9274877252591909,-0.27260212708557363,-1.2950885080456407,-0.6216585750080984,-0.5811476980871786
-0.35082757231897577,0.8166485516219292,0.48609067184493965,0.4976636287103759,-0.9869584466459222,-0.4507407859205791,-1.0196415939941592
-0.9415315260548031,-0.16097940892368004,1.0919740379353156,-0.030764090348312054,-1.1747305911840948,-0.6012267145174891,-0.11589948110919913
-0.4399580721695805,0.799186177079866,0.8115281441919276,1.9215612181539463,-0.583528962573446,-0.41820447727100046,-0.3290738222967539
-0.35121477139538027,0.7021705046003317,0.8779417103335726,0.4034454385808182,-1.195398031115655,-0.46823029138344224,-0.7533899970423742
0.014616843275504351,1.291876998813738,0.6253467648998852,1.4205129874149982,-0.9354183932532247,-0.46283980854614104,-0.9631928501968704
-1.1389650379337617,-4.206160058085145,0.0029052794160869446,-0.559274096323011,0.7827715751585926,0.3508455662754552,-0.6387733696122153
-1.2329859482173973,-3.881901269615741,-0.16069409572072818,-0.7132565419604562,0.9402878397979749,0.26710411951603297,-0.5437624436880071
-0.9528164109583599,-3.3267470458826214,-0.350592953365126,1.3564116835122844,1.4131617305980837,0.4806868084413579,-0.38539693486087
-1.0692015139494617,-3.8726603335266296,0.10135843937151286,0.7206672916575828,0.8147205079556004,0.34285622824360806,-0.34895337392372233
-0.9557529744326998,-3.2833786163065297,-0.22617609701745076,0.6738982913934595,0.8101684561453106,0.4200545832168774,-0.33812553804625894
-1.1580159541196267,-3.6907830551294625,0.11355793564025153,0.6113004397131501,0.45613245177514444,0.2610412878414407,-0.020937474909544236
-1.0785654137277174,-3.447520743676932,0.026606277507002063,0.33464649977692223,0.5054404911731097,0.3372525201347776,-0.09347395961570294
-0.7577415168981,-2.8884261904150974,-0.3614305611509376,0.9953466593711526,0.9585070905290201,0.513928346668841,-0.1362429440869134
-0.6851810947331546,-2.742994169858908,-0.35763148042967324,0.4134898796986038,0.8215780351021762,0.36476808275098893,-0.2370380522004044
-0.6126634894587761,-2.539061541277271,-0.6041077572235933,0.18458210374008835,0.8593385830179492,0.3321882814711042,-0.18106801913730608
-0.4793270067355272,-2.1544670263780787,-0.5812620406606496,0.4838920182921314,1.089988598949694,0.34374276538273546,-0.16015832741845712
-0.8050982026702737,1.495988560833004,-2.2331558964148366,-0.6573972248802015,-0.42274556988693546,0.5250838395594732,0.19888060104917724
-0.7807360476816827,1.6880476005798941,-2.3777432503738107,-0.8434656423027207,-0.11803961708383458,0.5125716676140386,0.3360237529188657
-0.7066548592820332,1.856870447491236,-2.3111896121116415,-0.5172508989352327,-0.18680451660136005,0.5543853781107423,0.2620805282616006
-0.5794478945514102,1.9956485707085037,-2.446476683947089,-0.35682344496491236,0.126548258345726,0.5680617663107198,0.4071110540397058
-0.4407705316957205,2.2033528273888034,-2.5361482021142354,-0.43686376822150136,0.29512538058988047,0.5547391952248074,0.42468671606871644
-0.6462768457341764,2.085100937376969,-2.2009489481811064,-2.0172720806633055,-0.01658842997918893,0.5522234107098404,0.32990878453723493
-0.7410945391651941,2.1248887977579014,-2.0276695236268623,-1.9029650674459766,-0.07378563318707893,0.6608685908836861,0.2864871561317309
-0.7571985977745496,2.1009890837682814,-1.9128529603623492,-1.3587861636940834,-0.22336920770497198,0.8279635215581161,0.23498551565470702
-0.7437810007778356,2.3075242713910162,-1.7708871888860223,-1.045227988014506,-0.05713894340953215,0.9776619964903055,0.2825334489195965
-0.5316031249459631,2.637707253699292,-1.8274197958547014,-0.08347007586663328,0.24979956782809193,1.0060439887733048,0.32393236213306975
-0.342746956837334,2.6895876238136087,-1.694274534446102,0.5426121699946278,0.14741689223031001,0.9676344971156912,0.3120732410311244
