Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
4.050737759672645,6.037270022812002,5.698452504250537,3.235786008063263,57.30278400082714,32.32730318865902,23.204531477750926,41.282553941681435,7.455763202278264,10.642741150966058,8.029389855632509
4.063463878992115,4.624672105420836,5.777355033292795,3.235786008063263,57.00071787897061,31.543618726574646,22.779269327596836,42.03707226344068,7.4788292565014824,10.699021216606534,8.052993414984352
4.133913667219517,5.229882535214073,5.627748854646224,19.729907368126774,56.799341939328976,30.974659999030596,23.507543862238396,41.726755537568444,7.568769040681819,10.920684204787328,8.145095161307516
4.129332124942744,4.322183400843757,5.530335696568539,-1.0942596491054468,58.309690083780914,33.02003194801126,23.143854866368436,41.948462417859915,7.543081941877766,10.85701290693357,8.118779070972023
4.126553816114782,4.927239817475718,6.143049124374652,-0.6974652929883478,56.90002976131641,33.62326531956474,21.06546192073077,40.97098082023683,7.533433281743701,10.833168642603864,8.108896659199747
4.135729425033795,6.037270022812002,5.821828528973791,2.320731912071379,55.99385006941101,34.223861789923504,20.13844052678053,39.80905053361627,7.538517733028522,10.845726985012657,8.11410471175947
4.160388271558034,5.229882535214073,6.032861431413225,6.609327759264813,55.89316493174096,34.94970878785782,18.263945882014408,40.3015425816731,7.560831884428967,10.900977831394458,8.136962872763473
4.153181190514676,4.22137214525371,5.405776954410488,-1.7864475514291542,58.007615205511286,35.8836000932877,19.267201234555255,41.32702170583975,7.541803199780666,10.853850811740712,8.117469277295204
4.180835056713176,5.330779474191244,5.796160807533217,7.430385094771259,58.108306542121944,35.58710617601372,19.204738624931192,41.85981097383592,7.578720201898959,10.945433451340746,8.15529164700936
4.210234870888474,4.624672105420836,5.993915576600371,8.04683748613093,58.81315398102075,35.84128069966997,21.003860749832334,41.282553941681435,7.611972558124065,11.028444813939844,8.189374875019617
4.235819856075918,5.028112575339361,6.2912593267405015,7.019725699359275,59.51801544604552,36.601174441338756,20.51002926381076,41.81546961344018,7.635527048045075,11.08755626903926,8.213528374012148
4.713760430822168,-2.888296224840343,7.289773494476197,7.122366544378913,60.222890774368636,32.500822822894825,32.12027399912182,38.14240010568273,8.297869914009382,12.861690432739984,8.895920498435867
4.734735795678622,-1.0977708557138302,9.203643486793407,7.122366544378913,60.92777980690279,32.500822822894825,32.98295790699409,38.458931664554605,8.326900816491827,12.944825906838254,8.925979121789288
4.7646972610738665,-2.1925987184203555,8.301336351429564,10.517570207534245,62.03548988766176,32.63081406296756,34.69773874843199,38.458931664554605,8.366964907583824,13.060363308166567,8.967482647200418
4.714279944422655,-1.6952244704018378,8.131394382259634,-14.732442572626898,61.8340855928687,32.760678846985925,34.07058428939086,38.50410326778337,8.29626142919557,12.857097965645481,8.894255558923474
4.733288271390892,1.2026084741657836,6.191832838614369,6.404231082912759,61.43128027706965,33.36506363894278,34.35588000804003,37.23478841089817,8.317095281033037,12.91669043076877,8.915824981419764
4.72057237331437,-0.2997999517120332,7.386586962436562,-3.9494967925945414,63.64676307754858,33.83806321637077,37.41390019505164,37.28028453079627,8.295176964842202,12.85400340002824,8.893132988730793
4.737432742291962,-0.39965394112494834,9.314030933690976,5.686962222536827,63.34464413728951,33.27888785273497,38.5922732012564,36.45945372634925,8.323660359131596,12.935521562336882,8.922623235325451
